,in,dur,out,init_soc
776,19.0,4.0,23.0,0.6
777,19.0,13.0,32.0,0.3
778,18.0,18.0,36.0,0.7
779,11.0,5.0,16.0,0.6
780,15.0,0.0,15.0,0.4
781,10.0,0.0,10.0,0.6
782,16.0,0.0,16.0,0.2
783,9.0,1.0,10.0,0.6
784,18.0,0.0,18.0,0.9
785,11.0,0.0,11.0,0.9
786,19.0,16.0,35.0,0.6
787,16.0,4.0,20.0,0.7
788,17.0,1.0,18.0,0.9
789,19.0,12.0,31.0,0.3
790,21.0,12.0,33.0,0.9
791,12.0,0.0,12.0,0.4
792,13.0,2.0,15.0,0.4
793,7.0,3.0,10.0,0.9
794,17.0,13.0,30.0,0.3
795,9.0,7.0,16.0,0.8
796,9.0,8.0,17.0,0.2
797,20.0,18.0,38.0,0.8
798,17.0,17.0,34.0,0.3
799,10.0,1.0,11.0,0.5
800,11.0,22.0,33.0,0.6
801,18.0,13.0,31.0,0.4
802,10.0,7.0,17.0,0.9
803,10.0,21.0,31.0,0.6
804,12.0,1.0,13.0,0.4
805,15.0,6.0,21.0,0.4
806,14.0,21.0,35.0,0.9
807,11.0,4.0,15.0,0.6
808,19.0,2.0,21.0,1.0
809,9.0,23.0,32.0,0.7
810,12.0,2.0,14.0,0.6
811,10.0,4.0,14.0,0.9
812,19.0,13.0,32.0,0.3
813,12.0,22.0,34.0,0.9
814,15.0,5.0,20.0,0.4
815,13.0,2.0,15.0,0.5
816,18.0,1.0,19.0,0.8
817,10.0,0.0,10.0,0.8
818,17.0,2.0,19.0,0.9
819,16.0,15.0,31.0,0.2
820,8.0,0.0,8.0,0.7
821,10.0,0.0,10.0,1.0
822,17.0,2.0,19.0,0.3
823,14.0,20.0,34.0,0.3
824,18.0,1.0,19.0,0.8
825,22.0,9.0,31.0,0.1
826,8.0,8.0,16.0,0.7
827,18.0,1.0,19.0,0.3
828,9.0,0.0,9.0,0.6
829,19.0,5.0,24.0,0.8
830,21.0,9.0,30.0,0.4
831,9.0,22.0,31.0,0.6
832,11.0,0.0,11.0,0.8
833,14.0,3.0,17.0,0.7
834,8.0,3.0,11.0,0.4
835,19.0,16.0,35.0,0.1
836,8.0,8.0,16.0,0.3
837,19.0,0.0,19.0,0.4
838,13.0,0.0,13.0,0.6
839,15.0,2.0,17.0,0.6
840,8.0,0.0,8.0,0.8
841,11.0,23.0,34.0,0.5
842,18.0,12.0,30.0,0.9
843,15.0,23.0,38.0,0.9
844,8.0,0.0,8.0,0.8
845,9.0,9.0,18.0,0.6
846,17.0,1.0,18.0,0.4
847,17.0,2.0,19.0,0.4
848,14.0,22.0,36.0,0.4
849,21.0,10.0,31.0,0.9
850,8.0,2.0,10.0,0.9
851,18.0,3.0,21.0,0.1
852,8.0,23.0,31.0,1.0
853,24.0,1.0,25.0,0.9
854,12.0,2.0,14.0,0.7
855,9.0,2.0,11.0,0.6
856,14.0,1.0,15.0,0.7
857,9.0,1.0,10.0,0.9
858,16.0,0.0,16.0,0.8
859,16.0,21.0,37.0,0.3
860,7.0,1.0,8.0,0.7
861,7.0,10.0,17.0,0.8
862,13.0,23.0,36.0,0.4
863,11.0,12.0,23.0,0.9
864,12.0,0.0,12.0,0.6
865,19.0,2.0,21.0,0.9
866,19.0,13.0,32.0,0.9
867,14.0,0.0,14.0,0.4
868,13.0,0.0,13.0,0.8
869,9.0,0.0,9.0,0.7
870,16.0,15.0,31.0,0.8
871,12.0,0.0,12.0,0.8
872,9.0,2.0,11.0,0.9
873,9.0,8.0,17.0,0.7
874,21.0,14.0,35.0,0.6
875,23.0,10.0,33.0,0.9
876,9.0,22.0,31.0,0.7
877,12.0,1.0,13.0,0.8
878,12.0,0.0,12.0,0.5
879,10.0,0.0,10.0,0.8
880,17.0,0.0,17.0,0.9
881,7.0,9.0,16.0,0.7
882,10.0,0.0,10.0,0.8
883,11.0,1.0,12.0,0.2
884,18.0,14.0,32.0,1.0
885,22.0,8.0,30.0,0.3
886,13.0,3.0,16.0,1.0
887,17.0,1.0,18.0,1.0
888,20.0,0.0,20.0,0.2
889,18.0,1.0,19.0,0.6
890,8.0,9.0,17.0,0.7
891,21.0,12.0,33.0,0.2
892,23.0,10.0,33.0,0.2
893,8.0,22.0,30.0,0.7
894,13.0,0.0,13.0,0.6
895,18.0,18.0,36.0,0.1
896,14.0,20.0,34.0,0.7
897,20.0,13.0,33.0,0.9
898,12.0,1.0,13.0,0.6
899,9.0,2.0,11.0,0.2
900,14.0,23.0,37.0,0.7
901,6.0,10.0,16.0,0.6
902,13.0,1.0,14.0,0.5
903,20.0,12.0,32.0,0.7
904,21.0,13.0,34.0,0.4
905,10.0,1.0,11.0,0.6
906,15.0,0.0,15.0,0.2
907,15.0,0.0,15.0,0.3
908,18.0,14.0,32.0,0.7
909,18.0,13.0,31.0,0.7
910,20.0,13.0,33.0,0.3
911,11.0,4.0,15.0,0.9
912,11.0,1.0,12.0,0.8
913,17.0,0.0,17.0,0.9
914,15.0,2.0,17.0,0.9
915,21.0,22.0,43.0,0.7
916,9.0,1.0,10.0,0.5
917,17.0,1.0,18.0,0.6
918,10.0,3.0,13.0,0.9
919,11.0,6.0,17.0,0.9
920,12.0,1.0,13.0,0.6
921,15.0,8.0,23.0,0.1
922,20.0,17.0,37.0,0.3
923,9.0,8.0,17.0,0.9
924,22.0,21.0,43.0,0.7
925,21.0,13.0,34.0,0.6
926,12.0,0.0,12.0,0.6
927,12.0,0.0,12.0,0.5
928,12.0,0.0,12.0,0.7
929,8.0,8.0,16.0,0.6
930,12.0,22.0,34.0,0.1
931,18.0,14.0,32.0,0.6
932,21.0,21.0,42.0,0.5
933,12.0,1.0,13.0,0.2
934,15.0,2.0,17.0,0.4
935,18.0,14.0,32.0,1.0
936,11.0,1.0,12.0,0.8
937,11.0,21.0,32.0,0.9
938,18.0,13.0,31.0,0.6
939,19.0,12.0,31.0,0.4
940,17.0,6.0,23.0,0.4
941,14.0,0.0,14.0,0.3
942,16.0,13.0,29.0,0.4
943,8.0,2.0,10.0,0.4
944,22.0,10.0,32.0,0.2
945,14.0,1.0,15.0,0.8
946,11.0,23.0,34.0,0.7
947,13.0,20.0,33.0,0.6
948,18.0,5.0,23.0,0.2
949,11.0,3.0,14.0,0.4
950,9.0,3.0,12.0,0.5
951,8.0,9.0,17.0,0.6
952,14.0,0.0,14.0,0.2
953,19.0,13.0,32.0,0.8
954,18.0,19.0,37.0,0.3
955,15.0,0.0,15.0,0.9
956,13.0,6.0,19.0,0.6
957,11.0,0.0,11.0,0.3
958,12.0,0.0,12.0,0.5
959,17.0,14.0,31.0,0.7
960,12.0,21.0,33.0,0.4
961,12.0,22.0,34.0,0.3
962,14.0,23.0,37.0,0.6
963,12.0,0.0,12.0,0.7
964,21.0,10.0,31.0,1.0
965,22.0,21.0,43.0,0.4
966,21.0,10.0,31.0,0.9
967,21.0,8.0,29.0,0.5
968,13.0,1.0,14.0,0.3
969,13.0,1.0,14.0,0.7
970,13.0,20.0,33.0,0.3
971,12.0,0.0,12.0,0.3
972,19.0,19.0,38.0,0.3
973,19.0,13.0,32.0,0.3
974,9.0,6.0,15.0,0.8
975,16.0,7.0,23.0,0.9
976,7.0,14.0,21.0,0.3
977,17.0,0.0,17.0,0.4
978,13.0,1.0,14.0,0.7
979,18.0,1.0,19.0,0.7
980,14.0,1.0,15.0,0.2
981,15.0,3.0,18.0,0.9
982,22.0,12.0,34.0,0.1
983,19.0,11.0,30.0,0.1
984,11.0,0.0,11.0,0.4
985,18.0,2.0,20.0,0.2
986,7.0,10.0,17.0,0.6
987,14.0,20.0,34.0,0.9
988,19.0,0.0,19.0,0.9
989,12.0,1.0,13.0,1.0
990,24.0,16.0,40.0,1.0
991,18.0,0.0,18.0,0.3
992,9.0,7.0,16.0,0.5
993,6.0,9.0,15.0,0.8
994,14.0,1.0,15.0,0.5
995,13.0,0.0,13.0,0.8
996,8.0,9.0,17.0,0.9
997,16.0,18.0,34.0,0.5
998,12.0,0.0,12.0,0.7
999,12.0,0.0,12.0,0.5
1000,9.0,1.0,10.0,0.9
1001,20.0,20.0,40.0,0.8
1002,19.0,23.0,42.0,0.3
1003,14.0,1.0,15.0,0.3
1004,17.0,1.0,18.0,0.3
1005,13.0,3.0,16.0,0.9
1006,16.0,9.0,25.0,0.6
1007,14.0,21.0,35.0,0.4
1008,10.0,4.0,14.0,0.4
1009,15.0,1.0,16.0,0.2
1010,13.0,1.0,14.0,0.1
1011,13.0,5.0,18.0,0.8
1012,19.0,16.0,35.0,0.7
1013,12.0,0.0,12.0,0.9
1014,19.0,13.0,32.0,0.3
1015,22.0,20.0,42.0,0.2
1016,12.0,0.0,12.0,0.7
1017,18.0,13.0,31.0,0.8
1018,13.0,0.0,13.0,0.9
1019,16.0,13.0,29.0,0.5
1020,14.0,3.0,17.0,0.9
1021,15.0,0.0,15.0,0.7
1022,8.0,7.0,15.0,0.6
1023,16.0,1.0,17.0,0.5
1024,16.0,14.0,30.0,0.9
1025,18.0,0.0,18.0,0.6
1026,16.0,0.0,16.0,0.7
1027,18.0,13.0,31.0,0.4
1028,11.0,1.0,12.0,0.9
1029,14.0,0.0,14.0,0.4
1030,13.0,0.0,13.0,0.6
1031,15.0,19.0,34.0,0.3
1032,9.0,3.0,12.0,0.7
1033,7.0,8.0,15.0,0.5
1034,8.0,9.0,17.0,1.0
1035,8.0,6.0,14.0,0.5
1036,19.0,12.0,31.0,0.2
1037,14.0,1.0,15.0,0.3
1038,11.0,0.0,11.0,0.4
1039,13.0,0.0,13.0,0.3
1040,8.0,8.0,16.0,1.0
1041,20.0,13.0,33.0,0.4
1042,19.0,15.0,34.0,0.9
1043,14.0,16.0,30.0,0.2
1044,17.0,18.0,35.0,0.8
1045,23.0,11.0,34.0,0.8
1046,9.0,9.0,18.0,0.5
1047,20.0,21.0,41.0,0.8
1048,9.0,3.0,12.0,1.0
1049,20.0,12.0,32.0,0.9
1050,15.0,3.0,18.0,0.4
1051,10.0,1.0,11.0,0.8
1052,13.0,22.0,35.0,0.6
1053,9.0,1.0,10.0,0.4
1054,22.0,9.0,31.0,0.8
1055,18.0,13.0,31.0,0.6
1056,21.0,11.0,32.0,0.5
1057,20.0,1.0,21.0,0.7
1058,8.0,4.0,12.0,0.3
1059,18.0,14.0,32.0,0.1
1060,19.0,1.0,20.0,0.1
1061,7.0,2.0,9.0,0.3
1062,13.0,4.0,17.0,0.3
1063,23.0,7.0,30.0,0.8
1064,8.0,23.0,31.0,0.8
1065,14.0,1.0,15.0,0.5
1066,16.0,16.0,32.0,0.1
1067,15.0,20.0,35.0,0.7
1068,12.0,1.0,13.0,0.4
1069,17.0,12.0,29.0,0.4
1070,8.0,2.0,10.0,0.8
1071,17.0,23.0,40.0,0.4
1072,9.0,1.0,10.0,0.3
1073,8.0,7.0,15.0,0.3
1074,12.0,2.0,14.0,1.0
1075,12.0,0.0,12.0,0.5
1076,20.0,17.0,37.0,0.4
1077,9.0,1.0,10.0,0.8
1078,7.0,10.0,17.0,0.5
1079,16.0,0.0,16.0,0.6
1080,18.0,14.0,32.0,0.2
1081,7.0,2.0,9.0,0.9
1082,9.0,8.0,17.0,0.8
1083,10.0,0.0,10.0,0.5
1084,15.0,5.0,20.0,1.0
1085,9.0,0.0,9.0,0.3
1086,8.0,1.0,9.0,0.6
1087,22.0,10.0,32.0,0.4
1088,7.0,11.0,18.0,0.5
1089,14.0,9.0,23.0,0.6
1090,15.0,21.0,36.0,0.5
1091,18.0,4.0,22.0,0.5
1092,15.0,16.0,31.0,0.6
1093,18.0,4.0,22.0,0.7
1094,13.0,22.0,35.0,0.2
1095,19.0,1.0,20.0,0.7
1096,8.0,2.0,10.0,0.6
1097,18.0,0.0,18.0,0.6
1098,14.0,2.0,16.0,0.4
1099,13.0,17.0,30.0,0.3
1100,19.0,2.0,21.0,0.7
1101,13.0,1.0,14.0,0.3
1102,24.0,9.0,33.0,0.1
1103,13.0,0.0,13.0,0.5
1104,12.0,0.0,12.0,0.6
1105,7.0,1.0,8.0,0.1
1106,19.0,5.0,24.0,0.4
1107,18.0,13.0,31.0,0.7
1108,17.0,1.0,18.0,0.1
1109,18.0,0.0,18.0,0.4
1110,16.0,19.0,35.0,0.6
1111,10.0,21.0,31.0,0.5
1112,12.0,4.0,16.0,0.8
1113,9.0,3.0,12.0,0.4
1114,8.0,14.0,22.0,0.7
1115,10.0,8.0,18.0,0.6
1116,18.0,1.0,19.0,0.5
1117,19.0,1.0,20.0,0.3
1118,10.0,1.0,11.0,0.7
1119,10.0,4.0,14.0,0.6
1120,18.0,1.0,19.0,0.5
1121,16.0,1.0,17.0,0.4
1122,12.0,4.0,16.0,0.4
1123,15.0,0.0,15.0,0.9
1124,20.0,18.0,38.0,0.1
1125,19.0,11.0,30.0,1.0
1126,18.0,2.0,20.0,0.2
1127,11.0,2.0,13.0,0.9
1128,24.0,9.0,33.0,0.8
1129,12.0,21.0,33.0,1.0
1130,10.0,2.0,12.0,0.1
1131,13.0,1.0,14.0,0.2
1132,9.0,0.0,9.0,0.3
1133,23.0,19.0,42.0,0.3
1134,14.0,1.0,15.0,0.8
1135,16.0,1.0,17.0,0.2
1136,9.0,2.0,11.0,0.2
1137,12.0,0.0,12.0,0.7
1138,7.0,10.0,17.0,0.6
1139,17.0,0.0,17.0,0.3
1140,21.0,0.0,21.0,0.2
1141,14.0,0.0,14.0,0.8
1142,11.0,0.0,11.0,0.9
1143,18.0,0.0,18.0,0.8
1144,17.0,1.0,18.0,0.7
1145,15.0,14.0,29.0,0.7
1146,20.0,15.0,35.0,0.3
1147,12.0,1.0,13.0,0.9
1148,8.0,8.0,16.0,0.7
1149,18.0,14.0,32.0,0.8
1150,16.0,3.0,19.0,0.7
1151,13.0,0.0,13.0,0.7
1152,8.0,8.0,16.0,0.6
1153,18.0,12.0,30.0,0.7
1154,17.0,1.0,18.0,0.7
1155,24.0,8.0,32.0,0.3
1156,15.0,14.0,29.0,0.6
1157,15.0,2.0,17.0,0.6
1158,10.0,9.0,19.0,0.6
1159,14.0,1.0,15.0,0.4
1160,21.0,11.0,32.0,0.9
1161,10.0,0.0,10.0,0.5
1162,20.0,12.0,32.0,0.5
1163,21.0,13.0,34.0,0.4
1164,7.0,0.0,7.0,0.2
1165,14.0,0.0,14.0,0.9
1166,18.0,2.0,20.0,0.9
1167,17.0,18.0,35.0,0.3
1168,24.0,9.0,33.0,0.6
1169,10.0,0.0,10.0,0.3
1170,13.0,0.0,13.0,0.9
1171,7.0,8.0,15.0,0.7
1172,21.0,0.0,21.0,0.6
1173,15.0,4.0,19.0,0.9
1174,20.0,12.0,32.0,1.0
1175,10.0,9.0,19.0,0.5
1176,11.0,1.0,12.0,0.2
1177,13.0,1.0,14.0,0.9
1178,10.0,12.0,22.0,0.3
1179,15.0,23.0,38.0,0.4
1180,10.0,4.0,14.0,0.3
1181,9.0,23.0,32.0,1.0
1182,14.0,23.0,37.0,0.6
1183,16.0,22.0,38.0,0.3
1184,19.0,0.0,19.0,0.5
1185,6.0,0.0,6.0,1.0
1186,15.0,5.0,20.0,1.0
1187,21.0,15.0,36.0,0.5
1188,16.0,3.0,19.0,0.3
1189,17.0,12.0,29.0,0.1
1190,18.0,14.0,32.0,0.2
1191,8.0,8.0,16.0,0.5
1192,13.0,0.0,13.0,0.5
1193,13.0,2.0,15.0,0.5
1194,19.0,14.0,33.0,0.2
1195,15.0,0.0,15.0,0.8
1196,9.0,1.0,10.0,0.4
1197,16.0,14.0,30.0,0.2
1198,16.0,0.0,16.0,0.5
1199,18.0,13.0,31.0,0.6
1200,10.0,0.0,10.0,0.4
1201,15.0,0.0,15.0,0.4
1202,8.0,9.0,17.0,0.6
1203,11.0,5.0,16.0,0.7
1204,12.0,22.0,34.0,0.7
1205,18.0,12.0,30.0,0.9
1206,15.0,21.0,36.0,0.3
1207,15.0,0.0,15.0,0.4
1208,9.0,1.0,10.0,0.7
1209,8.0,6.0,14.0,0.7
1210,19.0,13.0,32.0,0.4
1211,12.0,8.0,20.0,0.6
1212,13.0,0.0,13.0,0.7
1213,20.0,11.0,31.0,0.6
1214,17.0,1.0,18.0,0.2
1215,12.0,0.0,12.0,0.3
1216,21.0,16.0,37.0,0.1
1217,9.0,9.0,18.0,0.9
1218,15.0,1.0,16.0,0.3
1219,16.0,16.0,32.0,0.4
1220,18.0,0.0,18.0,0.5
1221,12.0,0.0,12.0,0.7
1222,16.0,0.0,16.0,0.4
1223,16.0,9.0,25.0,0.4
1224,8.0,0.0,8.0,0.3
1225,10.0,1.0,11.0,1.0
1226,16.0,1.0,17.0,0.7
1227,9.0,8.0,17.0,0.3
1228,19.0,0.0,19.0,0.5
1229,19.0,12.0,31.0,1.0
1230,19.0,22.0,41.0,0.4
1231,19.0,0.0,19.0,0.2
1232,17.0,15.0,32.0,0.1
1233,13.0,1.0,14.0,0.3
1234,20.0,3.0,23.0,0.1
1235,17.0,22.0,39.0,0.2
1236,15.0,18.0,33.0,0.8
1237,16.0,17.0,33.0,0.4
1238,10.0,23.0,33.0,0.3
1239,9.0,7.0,16.0,0.8
1240,11.0,23.0,34.0,0.8
1241,13.0,22.0,35.0,1.0
1242,18.0,20.0,38.0,0.5
1243,21.0,2.0,23.0,0.8
1244,19.0,3.0,22.0,0.5
1245,10.0,4.0,14.0,0.3
1246,11.0,8.0,19.0,0.4
1247,16.0,5.0,21.0,0.5
1248,11.0,1.0,12.0,0.2
1249,18.0,14.0,32.0,0.3
1250,15.0,20.0,35.0,0.3
1251,19.0,12.0,31.0,0.4
1252,23.0,8.0,31.0,0.7
1253,16.0,0.0,16.0,0.8
1254,12.0,23.0,35.0,0.8
1255,16.0,17.0,33.0,0.5
1256,23.0,10.0,33.0,1.0
1257,12.0,0.0,12.0,0.5
1258,17.0,15.0,32.0,0.5
1259,15.0,14.0,29.0,0.5
1260,15.0,6.0,21.0,0.5
1261,12.0,2.0,14.0,0.4
1262,14.0,1.0,15.0,0.3
1263,13.0,1.0,14.0,0.4
1264,14.0,9.0,23.0,0.2
1265,13.0,0.0,13.0,0.7
1266,14.0,0.0,14.0,0.8
1267,14.0,8.0,22.0,0.4
1268,10.0,5.0,15.0,0.8
1269,15.0,3.0,18.0,0.6
1270,17.0,2.0,19.0,0.3
1271,22.0,10.0,32.0,0.6
1272,14.0,1.0,15.0,0.2
1273,23.0,13.0,36.0,0.8
1274,21.0,22.0,43.0,0.8
1275,15.0,6.0,21.0,0.3
1276,17.0,14.0,31.0,0.1
1277,17.0,13.0,30.0,0.4
1278,9.0,9.0,18.0,0.8
1279,14.0,22.0,36.0,0.5
1280,14.0,1.0,15.0,0.2
1281,8.0,2.0,10.0,0.5
1282,11.0,22.0,33.0,0.4
1283,18.0,14.0,32.0,0.9
1284,22.0,8.0,30.0,0.8
1285,16.0,17.0,33.0,0.6
1286,19.0,0.0,19.0,0.6
1287,19.0,18.0,37.0,0.4
1288,18.0,12.0,30.0,0.3
1289,13.0,4.0,17.0,0.6
1290,19.0,0.0,19.0,0.8
1291,13.0,0.0,13.0,0.6
1292,5.0,2.0,7.0,0.4
1293,19.0,13.0,32.0,0.4
1294,16.0,1.0,17.0,0.5
1295,14.0,1.0,15.0,0.9
1296,22.0,16.0,38.0,0.2
1297,12.0,1.0,13.0,0.7
1298,7.0,0.0,7.0,0.9
1299,19.0,13.0,32.0,0.9
1300,19.0,12.0,31.0,0.6
1301,14.0,0.0,14.0,0.4
1302,19.0,11.0,30.0,0.3
1303,9.0,3.0,12.0,0.9
1304,23.0,23.0,46.0,0.3
1305,8.0,9.0,17.0,0.5
1306,18.0,1.0,19.0,0.7
1307,19.0,2.0,21.0,0.3
1308,6.0,4.0,10.0,0.7
1309,17.0,15.0,32.0,0.3
1310,20.0,11.0,31.0,1.0
1311,10.0,1.0,11.0,0.4
1312,7.0,5.0,12.0,0.8
1313,20.0,13.0,33.0,0.8
1314,10.0,21.0,31.0,0.4
1315,12.0,1.0,13.0,0.5
1316,20.0,13.0,33.0,0.6
1317,18.0,1.0,19.0,0.5
1318,16.0,2.0,18.0,1.0
1319,21.0,2.0,23.0,0.6
1320,16.0,3.0,19.0,0.9
1321,14.0,22.0,36.0,0.5
1322,15.0,3.0,18.0,0.2
1323,21.0,3.0,24.0,0.9
1324,11.0,8.0,19.0,0.5
1325,19.0,15.0,34.0,0.5
1326,19.0,11.0,30.0,0.8
1327,10.0,9.0,19.0,0.8
1328,15.0,18.0,33.0,0.6
1329,19.0,12.0,31.0,0.8
1330,18.0,14.0,32.0,0.5
1331,17.0,14.0,31.0,0.9
1332,14.0,1.0,15.0,0.2
1333,9.0,5.0,14.0,0.2
1334,9.0,3.0,12.0,0.5
1335,17.0,2.0,19.0,0.2
1336,13.0,4.0,17.0,0.6
1337,17.0,20.0,37.0,0.3
1338,11.0,0.0,11.0,0.5
1339,10.0,0.0,10.0,0.1
1340,20.0,12.0,32.0,0.4
1341,19.0,1.0,20.0,0.7
1342,14.0,0.0,14.0,0.9
1343,11.0,2.0,13.0,0.5
1344,8.0,4.0,12.0,0.7
1345,13.0,0.0,13.0,0.4
1346,16.0,14.0,30.0,0.7
1347,15.0,4.0,19.0,0.8
1348,14.0,0.0,14.0,0.7
1349,9.0,5.0,14.0,0.8
1350,12.0,21.0,33.0,1.0
1351,19.0,2.0,21.0,0.2
1352,19.0,12.0,31.0,0.5
1353,11.0,0.0,11.0,0.8
1354,6.0,10.0,16.0,0.4
1355,20.0,2.0,22.0,0.6
1356,12.0,0.0,12.0,0.3
1357,19.0,22.0,41.0,0.6
1358,7.0,9.0,16.0,0.5
1359,15.0,0.0,15.0,0.9
1360,18.0,13.0,31.0,0.1
1361,8.0,8.0,16.0,0.6
1362,15.0,0.0,15.0,0.3
1363,12.0,0.0,12.0,0.7
1364,15.0,1.0,16.0,0.9
1365,8.0,1.0,9.0,0.8
1366,17.0,21.0,38.0,0.9
1367,12.0,0.0,12.0,1.0
1368,21.0,12.0,33.0,0.8
1369,17.0,2.0,19.0,1.0
1370,8.0,13.0,21.0,0.3
1371,8.0,0.0,8.0,0.4
1372,15.0,0.0,15.0,0.3
1373,19.0,1.0,20.0,0.2
1374,17.0,1.0,18.0,0.3
1375,19.0,14.0,33.0,0.4
1376,17.0,21.0,38.0,0.3
1377,13.0,20.0,33.0,0.6
1378,10.0,3.0,13.0,0.6
1379,17.0,2.0,19.0,0.8
1380,14.0,1.0,15.0,1.0
1381,10.0,1.0,11.0,0.7
1382,13.0,0.0,13.0,0.1
1383,17.0,19.0,36.0,0.7
1384,7.0,0.0,7.0,0.7
1385,13.0,0.0,13.0,0.4
1386,19.0,1.0,20.0,0.5
1387,16.0,0.0,16.0,0.1
1388,14.0,0.0,14.0,0.7
1389,9.0,3.0,12.0,0.2
1390,13.0,0.0,13.0,0.4
1391,9.0,2.0,11.0,0.5
1392,10.0,1.0,11.0,0.5
1393,15.0,0.0,15.0,1.0
1394,18.0,1.0,19.0,0.7
1395,6.0,9.0,15.0,0.8
1396,20.0,13.0,33.0,1.0
1397,10.0,8.0,18.0,0.7
1398,17.0,15.0,32.0,0.2
1399,19.0,13.0,32.0,0.3
1400,10.0,4.0,14.0,0.5
1401,16.0,22.0,38.0,0.6
1402,19.0,2.0,21.0,0.4
1403,16.0,1.0,17.0,0.6
1404,20.0,12.0,32.0,0.7
1405,20.0,10.0,30.0,0.1
1406,10.0,1.0,11.0,0.5
1407,16.0,23.0,39.0,0.2
1408,8.0,10.0,18.0,0.5
1409,8.0,23.0,31.0,0.3
1410,8.0,9.0,17.0,0.2
1411,16.0,3.0,19.0,0.9
1412,23.0,1.0,24.0,0.3
1413,12.0,23.0,35.0,0.4
1414,24.0,10.0,34.0,0.5
1415,22.0,10.0,32.0,0.8
1416,14.0,0.0,14.0,1.0
1417,9.0,8.0,17.0,0.8
1418,18.0,1.0,19.0,0.2
1419,20.0,1.0,21.0,0.2
1420,13.0,4.0,17.0,0.2
1421,16.0,15.0,31.0,0.8
1422,11.0,10.0,21.0,0.6
1423,15.0,2.0,17.0,0.3
1424,14.0,3.0,17.0,0.6
1425,10.0,9.0,19.0,0.6
1426,18.0,0.0,18.0,0.7
1427,7.0,1.0,8.0,0.5
1428,18.0,14.0,32.0,0.8
1429,18.0,18.0,36.0,0.4
1430,13.0,0.0,13.0,0.6
1431,15.0,2.0,17.0,0.4
1432,20.0,13.0,33.0,0.9
1433,9.0,23.0,32.0,0.4
1434,10.0,9.0,19.0,0.7
1435,12.0,1.0,13.0,0.3
1436,7.0,4.0,11.0,0.3
1437,18.0,15.0,33.0,0.8
1438,8.0,8.0,16.0,1.0
1439,13.0,0.0,13.0,0.2
1440,18.0,14.0,32.0,0.5
1441,11.0,22.0,33.0,0.8
1442,16.0,18.0,34.0,0.8
1443,7.0,23.0,30.0,0.5
1444,21.0,13.0,34.0,0.6
1445,8.0,1.0,9.0,0.2
1446,9.0,11.0,20.0,0.3
1447,14.0,1.0,15.0,0.9
1448,19.0,1.0,20.0,0.8
1449,9.0,7.0,16.0,0.9
1450,21.0,21.0,42.0,0.2
1451,18.0,15.0,33.0,0.5
1452,14.0,0.0,14.0,0.8
1453,9.0,8.0,17.0,0.3
1454,11.0,9.0,20.0,0.3
1455,18.0,13.0,31.0,0.5
1456,18.0,0.0,18.0,0.4
1457,15.0,1.0,16.0,0.9
1458,8.0,6.0,14.0,0.7
1459,20.0,11.0,31.0,0.7
1460,11.0,21.0,32.0,0.2
1461,15.0,3.0,18.0,0.5
1462,15.0,0.0,15.0,0.6
1463,9.0,1.0,10.0,0.9
1464,8.0,3.0,11.0,0.7
1465,12.0,4.0,16.0,0.4
1466,8.0,7.0,15.0,0.7
1467,10.0,2.0,12.0,1.0
1468,18.0,0.0,18.0,0.5
1469,17.0,20.0,37.0,0.1
1470,13.0,22.0,35.0,0.7
1471,10.0,7.0,17.0,0.4
1472,19.0,13.0,32.0,0.3
1473,11.0,3.0,14.0,0.6
1474,13.0,0.0,13.0,0.3
1475,9.0,1.0,10.0,0.5
1476,17.0,0.0,17.0,0.4
1477,20.0,15.0,35.0,0.7
1478,8.0,8.0,16.0,0.4
1479,12.0,0.0,12.0,0.6
1480,9.0,5.0,14.0,0.5
1481,21.0,11.0,32.0,0.9
1482,15.0,3.0,18.0,0.6
1483,9.0,6.0,15.0,0.3
1484,15.0,22.0,37.0,0.9
1485,9.0,9.0,18.0,0.7
1486,16.0,23.0,39.0,0.8
1487,12.0,2.0,14.0,0.5
1488,16.0,16.0,32.0,0.9
1489,7.0,1.0,8.0,0.5
1490,8.0,1.0,9.0,0.8
1491,9.0,0.0,9.0,0.7
1492,8.0,7.0,15.0,0.5
1493,10.0,3.0,13.0,0.6
1494,8.0,8.0,16.0,0.3
1495,16.0,16.0,32.0,0.4
1496,11.0,3.0,14.0,1.0
1497,11.0,2.0,13.0,0.4
1498,6.0,8.0,14.0,0.5
1499,18.0,20.0,38.0,0.4
1500,16.0,0.0,16.0,0.7
1501,12.0,4.0,16.0,1.0
1502,15.0,0.0,15.0,0.4
1503,14.0,0.0,14.0,0.4
1504,18.0,0.0,18.0,0.5
1505,14.0,3.0,17.0,0.6
1506,10.0,1.0,11.0,0.6
1507,15.0,0.0,15.0,0.6
1508,16.0,3.0,19.0,0.4
1509,14.0,3.0,17.0,0.2
1510,19.0,12.0,31.0,0.8
1511,15.0,0.0,15.0,0.3
1512,13.0,4.0,17.0,0.4
1513,19.0,9.0,28.0,0.5
1514,10.0,8.0,18.0,0.7
1515,20.0,1.0,21.0,0.1
1516,8.0,10.0,18.0,0.4
1517,20.0,1.0,21.0,0.6
1518,19.0,22.0,41.0,0.2
1519,17.0,1.0,18.0,0.4
1520,9.0,10.0,19.0,0.8
1521,13.0,0.0,13.0,0.8
1522,16.0,0.0,16.0,0.2
